TimeStamp,Value
11/15/2024 00:00:00,35.15
11/18/2024 00:00:00,35.475
11/18/2024 00:00:00,35.425
11/19/2024 00:00:00,35.45
11/19/2024 00:00:00,39.65
11/20/2024 00:00:00,39.93
11/20/2024 00:00:00,35.35
11/21/2024 00:00:00,41.125
11/21/2024 00:00:00,36.3
11/22/2024 00:00:00,35.555
11/22/2024 00:00:00,40.175
11/25/2024 00:00:00,36.02
11/25/2024 00:00:00,36.1
11/26/2024 00:00:00,35.8
11/26/2024 00:00:00,35.7
11/27/2024 00:00:00,35.55
11/28/2024 00:00:00,35.85
11/28/2024 00:00:00,35.65
11/29/2024 00:00:00,36.275
11/29/2024 00:00:00,36.1
12/02/2024 00:00:00,36.55
12/02/2024 00:00:00,36.5
12/03/2024 00:00:00,36.2
12/03/2024 00:00:00,36.17
12/04/2024 00:00:00,35.85
12/04/2024 00:00:00,40.4
12/05/2024 00:00:00,35.6
12/05/2024 00:00:00,35.55
12/06/2024 00:00:00,35.725
12/06/2024 00:00:00,35.7
12/09/2024 00:00:00,35.445
12/09/2024 00:00:00,35.375
12/10/2024 00:00:00,35.87
12/11/2024 00:00:00,35.895
12/11/2024 00:00:00,35.775
12/12/2024 00:00:00,35.005
12/12/2024 00:00:00,34.97
12/13/2024 00:00:00,34.415
12/13/2024 00:00:00,35.2
12/16/2024 00:00:00,34.05
12/16/2024 00:00:00,33.825
12/17/2024 00:00:00,35.29
12/17/2024 00:00:00,35.15
12/18/2024 00:00:00,34.91
12/18/2024 00:00:00,34.8
12/19/2024 00:00:00,36.15
12/19/2024 00:00:00,35.85
12/20/2024 00:00:00,36.16
12/20/2024 00:00:00,35.6
12/23/2024 00:00:00,36.725
12/23/2024 00:00:00,36.51
12/24/2024 00:00:00,37
12/24/2024 00:00:00,37.16
12/27/2024 00:00:00,37.85
12/27/2024 00:00:00,38.125
12/30/2024 00:00:00,38.215
12/30/2024 00:00:00,38
12/31/2024 00:00:00,38.65
12/31/2024 00:00:00,39.47
01/02/2025 00:00:00,39.6
01/02/2025 00:00:00,39.515
01/03/2025 00:00:00,39.985
01/03/2025 00:00:00,39.64
01/06/2025 00:00:00,39.55
01/06/2025 00:00:00,39
01/07/2025 00:00:00,39.5
01/07/2025 00:00:00,38.77
01/08/2025 00:00:00,39.07
01/08/2025 00:00:00,38
01/09/2025 00:00:00,38.4
01/09/2025 00:00:00,37.9
01/10/2025 00:00:00,38
01/10/2025 00:00:00,38.65
01/13/2025 00:00:00,40.3
01/13/2025 00:00:00,40.425
01/14/2025 00:00:00,40.25
01/14/2025 00:00:00,39.685
01/15/2025 00:00:00,39.8
01/15/2025 00:00:00,39.45
01/16/2025 00:00:00,39.2
01/16/2025 00:00:00,39.14
01/17/2025 00:00:00,40
01/17/2025 00:00:00,39.67
01/20/2025 00:00:00,39.655
01/20/2025 00:00:00,39.9
01/21/2025 00:00:00,40.035
01/21/2025 00:00:00,39.4
01/22/2025 00:00:00,39.525
01/22/2025 00:00:00,38.86
01/23/2025 00:00:00,39.175
01/23/2025 00:00:00,39.2
01/24/2025 00:00:00,39.4
01/24/2025 00:00:00,39.4
01/27/2025 00:00:00,38.5
01/27/2025 00:00:00,38.525
01/28/2025 00:00:00,38.765
01/28/2025 00:00:00,38.9
01/29/2025 00:00:00,39.995
01/29/2025 00:00:00,39.96
01/30/2025 00:00:00,39.75
01/30/2025 00:00:00,39.375
01/31/2025 00:00:00,40.98
01/31/2025 00:00:00,41.15
02/03/2025 00:00:00,41.19
02/03/2025 00:00:00,41
02/04/2025 00:00:00,41.05
02/04/2025 00:00:00,41.15
02/05/2025 00:00:00,41.97
02/05/2025 00:00:00,42.085
02/06/2025 00:00:00,42.7
02/06/2025 00:00:00,42.505
02/07/2025 00:00:00,43.715
02/07/2025 00:00:00,43.35
02/10/2025 00:00:00,44.8
02/10/2025 00:00:00,44.835
02/11/2025 00:00:00,44.715
02/11/2025 00:00:00,44.05
02/12/2025 00:00:00,44.555
02/12/2025 00:00:00,44
02/13/2025 00:00:00,41.135
02/13/2025 00:00:00,40.505
02/14/2025 00:00:00,40.04
02/14/2025 00:00:00,40
02/17/2025 00:00:00,37.48
02/17/2025 00:00:00,38.44
02/18/2025 00:00:00,38.25
02/18/2025 00:00:00,39.4
02/19/2025 00:00:00,37.415
02/19/2025 00:00:00,37.975
02/20/2025 00:00:00,38.725
02/20/2025 00:00:00,38.295
02/21/2025 00:00:00,37.71
02/21/2025 00:00:00,38.375
02/24/2025 00:00:00,38.005
02/24/2025 00:00:00,37.7
02/25/2025 00:00:00,36.1
02/25/2025 00:00:00,36.1
02/26/2025 00:00:00,35.35
02/26/2025 00:00:00,35.325
02/27/2025 00:00:00,37.375
02/27/2025 00:00:00,36.925
02/28/2025 00:00:00,36.975
02/28/2025 00:00:00,36.8
03/03/2025 00:00:00,36.985
03/03/2025 00:00:00,37.5
03/04/2025 00:00:00,35.17
03/04/2025 00:00:00,35.575
03/05/2025 00:00:00,33.65
03/05/2025 00:00:00,34.96
03/06/2025 00:00:00,32.29
03/06/2025 00:00:00,32.2
03/07/2025 00:00:00,33.1
03/07/2025 00:00:00,34.05
03/10/2025 00:00:00,34.275
03/10/2025 00:00:00,34.795
03/11/2025 00:00:00,35.92
03/11/2025 00:00:00,34.965
03/12/2025 00:00:00,34.76
03/12/2025 00:00:00,34.85
03/13/2025 00:00:00,33.455
03/13/2025 00:00:00,35.225
03/14/2025 00:00:00,34.11
03/14/2025 00:00:00,34.15
03/17/2025 00:00:00,33.6
03/17/2025 00:00:00,33.125
03/18/2025 00:00:00,33.3
03/18/2025 00:00:00,33.265
03/19/2025 00:00:00,35.6
03/19/2025 00:00:00,34.35
03/20/2025 00:00:00,35.3
03/20/2025 00:00:00,35.33
03/21/2025 00:00:00,35.595
03/21/2025 00:00:00,36.3
03/24/2025 00:00:00,35.6
03/24/2025 00:00:00,35.85
03/25/2025 00:00:00,34.85
03/25/2025 00:00:00,35.5
03/26/2025 00:00:00,35
03/26/2025 00:00:00,35.125
03/27/2025 00:00:00,35.2
03/27/2025 00:00:00,35.35
03/28/2025 00:00:00,35.05
03/31/2025 01:00:00,35.73
03/31/2025 01:00:00,35.725
04/01/2025 01:00:00,36.9
04/01/2025 01:00:00,35.825
04/02/2025 01:00:00,36.725
04/02/2025 01:00:00,36.21
04/03/2025 01:00:00,34.95
04/03/2025 01:00:00,34.95
04/04/2025 01:00:00,33.25
04/04/2025 01:00:00,33.25
04/07/2025 01:00:00,33.1
04/07/2025 01:00:00,33.2
04/08/2025 01:00:00,33.45
04/08/2025 01:00:00,33.15
04/09/2025 01:00:00,32.38
04/09/2025 01:00:00,32.3
04/10/2025 01:00:00,32
04/10/2025 01:00:00,32.15
04/11/2025 01:00:00,32.42
04/11/2025 01:00:00,32
04/14/2025 01:00:00,32.7
04/14/2025 01:00:00,32.8
04/15/2025 01:00:00,33
04/15/2025 01:00:00,33.4
04/16/2025 01:00:00,33.1
04/16/2025 01:00:00,33.05
04/17/2025 01:00:00,33.355
04/17/2025 01:00:00,29.04
04/22/2025 01:00:00,32.2
04/22/2025 01:00:00,28.37
04/23/2025 01:00:00,28.425
04/23/2025 01:00:00,32.025
04/24/2025 01:00:00,31.95
04/24/2025 01:00:00,31.8
04/25/2025 01:00:00,30.515
04/25/2025 01:00:00,31.28
04/28/2025 01:00:00,30.8
04/28/2025 01:00:00,30.45
04/29/2025 01:00:00,30.695
04/29/2025 01:00:00,30.7
04/30/2025 01:00:00,31.3
04/30/2025 01:00:00,31.47
05/01/2025 01:00:00,31.24
05/02/2025 01:00:00,31.84
05/02/2025 01:00:00,32
05/05/2025 01:00:00,32.29
05/06/2025 01:00:00,33.495
05/06/2025 01:00:00,33.305
05/07/2025 01:00:00,33.4
05/07/2025 01:00:00,33.525
05/08/2025 01:00:00,34.095
05/08/2025 01:00:00,33.775
05/09/2025 01:00:00,33.5
05/09/2025 01:00:00,33.65
05/12/2025 01:00:00,29.8
05/12/2025 01:00:00,34.15
05/13/2025 01:00:00,34.63
05/13/2025 01:00:00,34.3
05/14/2025 01:00:00,33.8
05/14/2025 01:00:00,33.815
05/15/2025 01:00:00,34.135
05/15/2025 01:00:00,34.15
05/16/2025 01:00:00,34.125
05/16/2025 01:00:00,34.375
05/19/2025 01:00:00,33.7
05/19/2025 01:00:00,33.94
05/20/2025 01:00:00,34.9
05/20/2025 01:00:00,35.105
05/21/2025 01:00:00,35.17
05/21/2025 01:00:00,35.525
05/22/2025 01:00:00,34.8
05/22/2025 01:00:00,34.935
05/23/2025 01:00:00,35.35
05/23/2025 01:00:00,35.315
05/26/2025 01:00:00,35.6
05/26/2025 01:00:00,35.5
05/27/2025 01:00:00,35.245
05/27/2025 01:00:00,35.5
05/28/2025 01:00:00,35.25
05/28/2025 01:00:00,35.26
05/29/2025 01:00:00,34.05
05/29/2025 01:00:00,34.24
05/30/2025 01:00:00,33.02
05/30/2025 01:00:00,33.44
06/02/2025 01:00:00,33.845
06/03/2025 01:00:00,34.54
06/03/2025 01:00:00,34.22
06/04/2025 01:00:00,34.525
06/04/2025 01:00:00,34.25
06/05/2025 01:00:00,34.9
06/05/2025 01:00:00,34.94
06/06/2025 01:00:00,35
06/09/2025 01:00:00,34.6
06/09/2025 01:00:00,34.45
06/10/2025 01:00:00,33.855
06/10/2025 01:00:00,33.8
06/11/2025 01:00:00,34.7
06/12/2025 01:00:00,35.09
06/13/2025 01:00:00,35.84
06/13/2025 01:00:00,35.9
06/16/2025 01:00:00,36.1
06/16/2025 01:00:00,36
06/17/2025 01:00:00,37.115
06/17/2025 01:00:00,36.825
06/18/2025 01:00:00,36.975
06/18/2025 01:00:00,37.1
06/19/2025 01:00:00,38.455
06/19/2025 01:00:00,38.75
06/20/2025 01:00:00,38.075
06/20/2025 01:00:00,38.22
06/23/2025 01:00:00,38.05
06/24/2025 01:00:00,34.73
06/24/2025 01:00:00,34.68
06/25/2025 01:00:00,34.92
06/25/2025 01:00:00,34.9
06/26/2025 01:00:00,34.05
06/26/2025 01:00:00,34.12
06/27/2025 01:00:00,34.05
06/27/2025 01:00:00,33.65
06/30/2025 01:00:00,33.4
06/30/2025 01:00:00,33.365
07/01/2025 01:00:00,33.7
07/01/2025 01:00:00,33.35
07/02/2025 01:00:00,33.6
07/02/2025 01:00:00,33.675
07/03/2025 01:00:00,33.87
07/03/2025 01:00:00,33.95
07/04/2025 01:00:00,33.785
07/07/2025 01:00:00,34.15
07/07/2025 01:00:00,34.095
07/08/2025 01:00:00,34.09
07/08/2025 01:00:00,34.325
07/09/2025 01:00:00,34.55
07/09/2025 01:00:00,34.6
07/10/2025 01:00:00,34.7
07/10/2025 01:00:00,34.5
07/11/2025 01:00:00,34.95
07/11/2025 01:00:00,34.75
07/14/2025 01:00:00,35.27
07/14/2025 01:00:00,34.85
07/15/2025 01:00:00,34.5
07/15/2025 01:00:00,34.25
07/16/2025 01:00:00,34.255
07/17/2025 01:00:00,34.335
07/17/2025 01:00:00,34.62
07/18/2025 01:00:00,33.665
07/18/2025 01:00:00,33.72
07/21/2025 01:00:00,33.45
07/21/2025 01:00:00,33.3
07/22/2025 01:00:00,33.2
07/22/2025 01:00:00,33.2
07/23/2025 01:00:00,33.13
07/23/2025 01:00:00,33.13
07/24/2025 01:00:00,33.05
07/24/2025 01:00:00,32.925
07/25/2025 01:00:00,33
07/25/2025 01:00:00,32.95
07/28/2025 01:00:00,33.7
07/28/2025 01:00:00,33.15
07/29/2025 01:00:00,34.55
07/29/2025 01:00:00,34.425
07/30/2025 01:00:00,34.73
07/30/2025 01:00:00,34.625
07/31/2025 01:00:00,34.75
07/31/2025 01:00:00,34.85
08/01/2025 01:00:00,33.845
08/04/2025 01:00:00,34.05
08/05/2025 01:00:00,34.025
08/05/2025 01:00:00,33.93
08/06/2025 01:00:00,33.15
08/06/2025 01:00:00,33.38
08/07/2025 01:00:00,33.12
08/07/2025 01:00:00,32.9
08/08/2025 01:00:00,32.44
08/11/2025 01:00:00,32.975
08/11/2025 01:00:00,32.985
08/12/2025 01:00:00,32.45
08/12/2025 01:00:00,32.625
08/13/2025 01:00:00,32.635
08/13/2025 01:00:00,32.65
08/14/2025 01:00:00,32.4
08/14/2025 01:00:00,32.3
08/15/2025 01:00:00,31.15
08/15/2025 01:00:00,31.25
08/18/2025 01:00:00,31.08
08/18/2025 01:00:00,31.33
08/19/2025 01:00:00,31.25
08/19/2025 01:00:00,31.2
08/20/2025 01:00:00,32.01
08/20/2025 01:00:00,31.86
08/21/2025 01:00:00,32.755
08/21/2025 01:00:00,32.52
08/22/2025 01:00:00,32.73
08/22/2025 01:00:00,32.63
08/25/2025 01:00:00,32.865
08/26/2025 01:00:00,32.445
08/27/2025 01:00:00,32.1
08/27/2025 01:00:00,32.04
08/28/2025 01:00:00,31.515
08/28/2025 01:00:00,30.78
08/29/2025 01:00:00,31.405
08/29/2025 01:00:00,31.26
09/01/2025 01:00:00,31.925
09/01/2025 01:00:00,32.1
09/02/2025 01:00:00,31.78
09/02/2025 01:00:00,31.6
09/03/2025 01:00:00,31.75
09/03/2025 01:00:00,32.1
09/04/2025 01:00:00,32.275
09/04/2025 01:00:00,32.3
09/05/2025 01:00:00,31.84
09/05/2025 01:00:00,31.83
09/08/2025 01:00:00,32.285
09/08/2025 01:00:00,32.49
09/09/2025 01:00:00,32.25
09/09/2025 01:00:00,32.1
09/10/2025 01:00:00,32.63
09/10/2025 01:00:00,32.525
09/11/2025 01:00:00,32.4
09/11/2025 01:00:00,32.06
09/12/2025 01:00:00,31.925
09/12/2025 01:00:00,32.42
09/15/2025 01:00:00,31.96
09/15/2025 01:00:00,32
09/16/2025 01:00:00,32.3
09/16/2025 01:00:00,32.25
09/17/2025 01:00:00,32.25
09/17/2025 01:00:00,32.31
09/18/2025 01:00:00,32.5
09/18/2025 01:00:00,32.4
09/19/2025 01:00:00,32.3
09/19/2025 01:00:00,32.245
09/22/2025 01:00:00,31.8
09/22/2025 01:00:00,31.775
09/23/2025 01:00:00,32.015
09/23/2025 01:00:00,32.08
09/24/2025 01:00:00,32.03
09/24/2025 01:00:00,31.85
09/25/2025 01:00:00,32.15
09/26/2025 01:00:00,32.2
09/26/2025 01:00:00,32.335
09/29/2025 01:00:00,31.8
09/29/2025 01:00:00,31.9
09/30/2025 01:00:00,31.29
09/30/2025 01:00:00,31.25
10/01/2025 01:00:00,31.125
10/01/2025 01:00:00,30.925
10/02/2025 01:00:00,30.9
10/02/2025 01:00:00,31.02
10/03/2025 01:00:00,31.3
10/03/2025 01:00:00,31.19
10/06/2025 01:00:00,32.125
10/06/2025 01:00:00,32.15
10/07/2025 01:00:00,32.21
10/07/2025 01:00:00,29.75
10/08/2025 01:00:00,31.825
10/08/2025 01:00:00,31.89
10/09/2025 01:00:00,31.66
10/09/2025 01:00:00,31.575
10/10/2025 01:00:00,31.175
10/10/2025 01:00:00,31.3
10/13/2025 01:00:00,30.83
10/13/2025 01:00:00,30.925
10/14/2025 01:00:00,30.93
10/14/2025 01:00:00,30.92
10/15/2025 01:00:00,31
10/15/2025 01:00:00,30.925
10/16/2025 01:00:00,31.1
10/16/2025 01:00:00,31.2
10/17/2025 01:00:00,30.84
10/20/2025 01:00:00,30.71
10/20/2025 01:00:00,30.615
10/21/2025 01:00:00,31.09
10/21/2025 01:00:00,31.21
10/22/2025 01:00:00,31.005
10/22/2025 01:00:00,30.975
10/23/2025 01:00:00,31.14
10/23/2025 01:00:00,31.475
10/24/2025 01:00:00,31.18
10/24/2025 01:00:00,31.19
10/27/2025 00:00:00,30.645
10/27/2025 00:00:00,30.6
10/28/2025 00:00:00,30.7
10/28/2025 00:00:00,30.86
10/29/2025 00:00:00,30.85
10/29/2025 00:00:00,30.88
10/30/2025 00:00:00,30.6
10/30/2025 00:00:00,30.65
10/31/2025 00:00:00,30.45
10/31/2025 00:00:00,30.5
11/03/2025 00:00:00,30.91
11/03/2025 00:00:00,30.815
11/04/2025 00:00:00,31.25
11/04/2025 00:00:00,31.175
11/05/2025 00:00:00,30.835
11/05/2025 00:00:00,30.9
11/06/2025 00:00:00,30.895
11/06/2025 00:00:00,30.75
11/07/2025 00:00:00,30.465
11/07/2025 00:00:00,30.58
11/10/2025 00:00:00,30.35
11/10/2025 00:00:00,30.22
11/11/2025 00:00:00,30.36
11/11/2025 00:00:00,30.35
11/12/2025 00:00:00,30.225
11/12/2025 00:00:00,30.175
11/13/2025 00:00:00,29.77
11/13/2025 00:00:00,29.83
11/14/2025 00:00:00,30.155
11/14/2025 00:00:00,30.3
11/17/2025 00:00:00,30.3
11/17/2025 00:00:00,30.34
11/18/2025 00:00:00,30.25
11/18/2025 00:00:00,30.57
11/19/2025 00:00:00,29.88
11/19/2025 00:00:00,29.84
11/20/2025 00:00:00,29.75
11/20/2025 00:00:00,30.15
11/21/2025 00:00:00,29.155
11/21/2025 00:00:00,29.125
11/24/2025 00:00:00,28.99
11/25/2025 00:00:00,28.51
11/25/2025 00:00:00,28.55
11/26/2025 00:00:00,28.4
11/26/2025 00:00:00,28.475
11/27/2025 00:00:00,28.355
11/27/2025 00:00:00,28.35
11/28/2025 00:00:00,28.14
11/28/2025 00:00:00,27.845
12/01/2025 00:00:00,27.6
12/01/2025 00:00:00,27.335
12/02/2025 00:00:00,27.31
12/02/2025 00:00:00,27.415
12/03/2025 00:00:00,27.555
12/03/2025 00:00:00,27.38
12/04/2025 00:00:00,26.8
12/04/2025 00:00:00,26.75
12/05/2025 00:00:00,26.985
12/05/2025 00:00:00,26.9
12/08/2025 00:00:00,26.31
12/08/2025 00:00:00,26.375
12/09/2025 00:00:00,26.775
12/09/2025 00:00:00,26.825
12/10/2025 00:00:00,26.25
12/10/2025 00:00:00,26.16
12/11/2025 00:00:00,26.25
12/11/2025 00:00:00,26.24
12/12/2025 00:00:00,26.69
12/12/2025 00:00:00,26.61
12/15/2025 00:00:00,26.6
12/15/2025 00:00:00,26.225
12/16/2025 00:00:00,26.05
12/17/2025 00:00:00,26.4
12/17/2025 00:00:00,26.35
12/18/2025 00:00:00,26.835
12/18/2025 00:00:00,26.35
12/19/2025 00:00:00,27.11
12/19/2025 00:00:00,27.075
12/22/2025 00:00:00,27
12/22/2025 00:00:00,26.9
12/23/2025 00:00:00,26.975
12/24/2025 00:00:00,27.22
12/29/2025 00:00:00,27.285
12/29/2025 00:00:00,27.295
12/30/2025 00:00:00,26.8
12/30/2025 00:00:00,26.83
